Grade,Subject,Domain,Topic,code,altered_code,desc,NYcode,NYdesc,CAcode,CAdesc,IDcode,IDdesc,OHcode,OHdesc,NJcode,NJdesc,MAcode,MAdesc,MEcode,MEdesc,NHcode,NHdesc,VTcode,VTdesc,CTcode,CTdesc,RIcode,RIdesc,DEcode,DEdesc,MDcode,MDdesc,WIcode,WIdesc,ILcode,ILdesc,WAcode,WAdesc,WYcode,WYdesc,LAcode,LAdesc,NVcode,NVdesc,HIcode,HIdesc,MTcode,MTdesc,ORcode,ORdesc,COcode,COdesc,KYcode,KYdesc,ARcode,ARdesc,KScode,KSdesc,MIcode,MIdesc,SDcode,SDdesc,NDcode,NDdesc,NMcode,NMdesc,UTcode,UTdesc,AKcode,AKdesc
12-Sep,Math,Seeing Structure In Expressions,Interpret The Structure Of Expressions,HSA.SSE.A.2,HSA.SSE.A.2,"Use the structure of an expression to identify ways to rewrite it. For example, see x4 – y4 as (x2)2 – (y2)2, thus recognizing it as a difference of squares that can be factored as (x2 – y2)(x2 + y2).",A.SSE.2,,,,A-SSE.A.2,,HSA-SSE.A.,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,M.HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,HSA-SSE.A.2,,A-SSE.2,,,,HSA.SSE.A.2,,,,HSA.SSE.A.2,,HSA.SSE.A.2,,HSA.SSE.A.2,,A.SSE.A.2,,HSA.SSE.2,,HSA.SSE.A.2,,A.SSE.2,,HSA.SSE.A.2,
12-Sep,Math,Congruence,Make Geometric Constructions,HSG.CO.D.12,HSG.CO.D.12,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.",G.CO.12,,,,G-CO.D.12,,HSG-CO.D.,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,M.HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,G-CO.12,,HS.GM.B.7,,HSG.CO.D.12,,,,HSG.CO.D.12,,HSG.CO.D.12,,HSG.CO.D.12,,G.CO.D.12,,HSG.CO.12,,HSG.CO.D.12,,G.CO.12,,HSG.CO.D.12,
12-Sep,Math,Congruence,Make Geometric Constructions,HSG.CO.D.12,HSG.CO.D.12,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.",G.CO.12,,,,G-CO.D.12,,HSG-CO.D.,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,M.HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,HSG-CO.D.12,,G-CO.12,,2021),,HSG.CO.D.12,,,,HSG.CO.D.12,,HSG.CO.D.12,,HSG.CO.D.12,,G.CO.D.12,,HSG.CO.12,,HSG.CO.D.12,,G.CO.12,,HSG.CO.D.12,
12-Sep,Math,Congruence,Make Geometric Constructions,HSG.CO.D.13,HSG.CO.D.13,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.",G.CO.13,,,,G-CO.D.13,,HSG-CO.D.,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,M.HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,HSG-CO.D.13,,G-CO.13,,,,HSG.CO.D.13,,,,HSG.CO.D.13,,HSG.CO.D.13,,HSG.CO.D.13,,G.CO.D.13,,HSG.CO.13,,HSG.CO.D.13,,G.CO.13,,HSG.CO.D.13,
12-Sep,Math,Making Inferences And Justifying Conclusions,"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies",HSS.IC.B.3,HSS.IC.B.3,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.*",S.IC.3,,,,S-IC.B.3,,HSS-IC.B.,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,M.HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,HSS-IC.B.3,,S-IC.3,,HS.DR.A.2,,HSS.IC.B.3,,,,HSS.IC.B.3,,HSS.IC.B.3,,HSS.IC.B.3,,S.IC.B.3,,HSS.IC.3,,HSS.IC.B.3,,S.IC.3,,HSS.IC.B.3,
12-Sep,Math,Making Inferences And Justifying Conclusions,"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies",HSS.IC.B.4,HSS.IC.B.4,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.*,S.IC.4,,,,S-IC.B.4,,HSS-IC.B.,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,M.HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,HSS-IC.B.4,,S-IC.4,,HS.DR.B.6,,HSS.IC.B.4,,,,HSS.IC.B.4,,HSS.IC.B.4,,HSS.IC.B.4,,S.IC.B.4,,HSS.IC.4,,HSS.IC.B.4,,S.IC.4,,HSS.IC.B.4,
12-Sep,Math,Making Inferences And Justifying Conclusions,"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies",HSS.IC.B.5,HSS.IC.B.5,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.*,S.IC.5,,,,S-IC.B.5,,HSS-IC.B.,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,M.HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,HSS-IC.B.5,,S-IC.5,,HS.DR.C.10,,HSS.IC.B.5,,,,HSS.IC.B.5,,HSS.IC.B.5,,HSS.IC.B.5,,S.IC.B.5,,HSS.IC.5,,HSS.IC.B.5,,S.IC.5,,HSS.IC.B.5,
12-Sep,Math,Making Inferences And Justifying Conclusions,"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies",HSS.IC.B.6,HSS.IC.B.6,Evaluate reports based on data.*,S.IC.6,,,,S-IC.B.6,,HSS-IC.B.,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,M.HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,HSS-IC.B.6,,S-IC.6,,HS.DR.A.4,,HSS.IC.B.6,,,,HSS.IC.B.6,,HSS.IC.B.6,,HSS.IC.B.6,,S.IC.B.6,,HSS.IC.6,,HSS.IC.B.6,,S.IC.6,,HSS.IC.B.6,
12-Sep,Science,Physical Sciences,Matter and Its Interactions,HS-PS1-1,HS-PS1-1,Use the periodic table as a model to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.,HS-PS1-1,,HS-PS1-1,MS.PS1.A; MS.PS1.B,,,7.PS.1,Note 1: This is the conceptual introduction of the Periodic Table of Elements.,HS-PS1-1,,,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,,,,HS-PS1-1,,HS-PS1-1,,HS-PS1-1,
12-Sep,Science,Physical Sciences,Matter and Its Interactions,HS-PS1-2,HS-PS1-2,"Construct and revise an explanation for the outcome of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties.",HS-PS1-2,,HS-PS1-2,MS.PS1.A; MS.PS1.B,,,,,HS-PS1-2,,,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,,,,HS-PS1-2,,HS-PS1-2,,HS-PS1-2,
12-Sep,Science,Physical Sciences,Matter and Its Interactions,HS-PS1-3,HS-PS1-3,Plan and conduct an investigation to gather evidence to compare the structure of substances at the bulk scale to infer the strength of electrical forces between particles.,HS-PS1-3,,HS-PS1-3,MS.PS1.A; MS.PS2.B,,,,,HS-PS1-3,,,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,,,,HS-PS1-3,,HS-PS1-3,,HS-PS1-3,
12-Sep,Science,Physical Sciences,Matter and Its Interactions,HS-PS1-4,HS-PS1-4,Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.,HS-PS1-4,,HS-PS1-4,MS.PS1.A; MS.PS1.B; MS.PS2.B; MS.PS3.D; MS.LS1.C,,,,,HS-PS1-4,,,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,,,,HS-PS1-4,,HS-PS1-4,,HS-PS1-4,
12-Sep,Science,Physical Sciences,Matter and Its Interactions,HS-PS1-5,HS-PS1-5,Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.,HS-PS1-5,,HS-PS1-5,MS.PS1.A; MS.PS1.B; MS.PS2.B; MS.PS3.A; MS.PS3.B,,,,,HS-PS1-5,,,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,,,,HS-PS1-5,,HS-PS1-5,,HS-PS1-5,
12-Sep,Science,Physical Sciences,Matter and Its Interactions,HS-PS1-6,HS-PS1-6,Refine the design of a chemical system by specifying a change in conditions that would produce increased amounts of products at equilibrium.,HS-PS1-6,,HS-PS1-6,MS.PS1.B,,,,,HS-PS1-6,,,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,,,,HS-PS1-6,,HS-PS1-6,,HS-PS1-6,
12-Sep,Science,Physical Sciences,Matter and Its Interactions,HS-PS1-7,HS-PS1-7,"Use mathematical representations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction.",HS-PS1-7,,HS-PS1-7,MS.PS1.A; MS.PS1.B; MS.LS1.C; MS.LS2.B; MS.ESS2.A,,,,,HS-PS1-7,,,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,,,,HS-PS1-7,,HS-PS1-7,,HS-PS1-7,
12-Sep,Science,Physical Sciences,Matter and Its Interactions,HS-PS1-8,HS-PS1-8,"Develop models to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay.",HS-PS1-8,,HS-PS1-8,MS.PS1.A; MS.PS1.B; MS.ESS2.A,,,,,HS-PS1-8,,,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,,,,HS-PS1-8,,HS-PS1-8,,HS-PS1-8,
12-Sep,Math,Trigonometric Functions,Model Periodic Phenomena With Trigonometric Functions,HSF.TF.B.5,HSF.TF.B.5,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.*",F.TF.5,,,,F-TF.B.5,,HSF-TF.B.,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,M.HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,HSF-TF.B.5,,F-TF.5,,,,HSF.TF.B.5,,,,HSF.TF.B.5,,HSF.TF.B.5,,HSF.TF.B.5,,F.TF.B.5,,HSF.TF.5,,HSF.TF.B.5,,F.TF.5,,HSF.TF.B.5,
12-Sep,Math,Trigonometric Functions,Model Periodic Phenomena With Trigonometric Functions,HSF.TF.B.6,HSF.TF.B.6,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.,F.TF.6,,,,F-TF.B.6,,HSF-TF.B.,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,M.HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,HSF-TF.B.6,,F-TF.6,,,,HSF.TF.B.6,,,,HSF.TF.B.6,,HSF.TF.B.6,,HSF.TF.B.6,,F.TF.B.6,,HSF.TF.6,,HSF.TF.B.6,,F.TF.6,,HSF.TF.B.6,
12-Sep,Math,Trigonometric Functions,Model Periodic Phenomena With Trigonometric Functions,HSF.TF.B.7,HSF.TF.B.7,"(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.★",F.TF.7,,,,F-TF.B.7,,HSF-TF.B.,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,M.HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,HSF-TF.B.7,,F-TF.7,,,,HSF.TF.B.7,,,,HSF.TF.B.7,,HSF.TF.B.7,,HSF.TF.B.7,,F.TF.B.7,,HSF.TF.7,,HSF.TF.B.7,,F.TF.7,,HSF.TF.B.7,
12-Sep,Science,Physical Sciences,Motion and Stability: Forces and Interactions,HS-PS2-1,HS-PS2-1,"Analyze data to support the claim that Newton's second law of motion describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration.",HS-PS2-1,,HS-PS2-1,MS.PS2.A; MS.PS3.C,PSP1-HS-1,,,,HS-PS2-1,,,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,,,,HS-PS2-1,,HS-PS2-1,,HS-PS2-1,
12-Sep,Science,Physical Sciences,Motion and Stability: Forces and Interactions,HS-PS2-2,HS-PS2-2,Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.,HS-PS2-2,,HS-PS2-2,MS.PS2.A; MS.PS3.C,PSP1-HS-2,,,,HS-PS2-2,,,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,,,,HS-PS2-2,,HS-PS2-2,,HS-PS2-2,
12-Sep,Science,Physical Sciences,Motion and Stability: Forces and Interactions,HS-PS2-3,HS-PS2-3,"Apply scientific and engineering ideas to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision.",HS-PS2-3,,HS-PS2-3,MS.PS2.A; MS.PS3.C,PSP1-HS-3,,,,HS-PS2-3,,,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,,,,HS-PS2-3,,HS-PS2-3,,HS-PS2-3,
12-Sep,Science,Physical Sciences,Motion and Stability: Forces and Interactions,HS-PS2-4,HS-PS2-4,Use mathematical representations of Newton's Law of Gravitation and Coulomb's Law to describe and predict the gravitational and electrostatic forces between objects.,HS-PS2-4,,HS-PS2-4,MS.PS2.B; MS.ESS1.B,PSP1-HS-4,,,,HS-PS2-4,,,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,,,,HS-PS2-4,,HS-PS2-4,,HS-PS2-4,
12-Sep,Science,Physical Sciences,Motion and Stability: Forces and Interactions,HS-PS2-5,HS-PS2-5,Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.,HS-PS2-5,,HS-PS2-5,MS.PS2.B; MS.ESS1.B,PSP1-HS-5,,8.PS.1,"Magnetic, electrical and gravitational forces can act at a distance.",HS-PS2-5,,,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,,,,HS-PS2-5,,HS-PS2-5,,HS-PS2-5,
12-Sep,Science,Physical Sciences,Motion and Stability: Forces and Interactions,HS-PS2-6,HS-PS2-6,Communicate scientific and technical information about why the molecular-level structure is important in the functioning of designed materials.,HS-PS2-6,,HS-PS2-6,MS.PS1.A; MS.PS2.B,PSP1-HS-6,,,,HS-PS2-6,,,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,,,,HS-PS2-6,,HS-PS2-6,,HS-PS2-6,
12-Sep,Math,Arithmetic With Polynomials And Rational Expressions,Perform Arithmetic Operations On Polynomials,HSA.APR.A.1,HSA.APR.A.1,"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials.",A.APR.1,,,,A-APR.A.1,,HSA-APR.A.,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,M.HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,HSA-APR.A.1,,A-APR.1,,,,HSA.APR.A.1,,,,HSA.APR.A.1,,HSA.APR.A.1,,HSA.APR.A.1,,A.APR.A.1,,HSA.APR.1,,HSA.APR.A.1,,A.APR.1,,HSA.APR.A.1,
12-Sep,Math,The Complex Number System,Perform Arithmetic Operations With Complex Numbers.,HSN.CN.A.1,HSN.CN.A.1,"Know there is a complex number i such that i2 = -1, and every complex number has the form a + bi with a and b real.",N.CN.1,,,,N-CN.A.1,,HSN-CN.A.,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,M.HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,HSN-CN.A.1,,N-CN.1,,,,HSN.CN.A.1,,,,HSN.CN.A.1,,HSN.CN.A.1,,HSN.CN.A.1,,N.CN.A.1,,HSN.CN.1,,HSN.CN.A.1,,N.CN.1,,HSN.CN.A.1,
12-Sep,Math,The Complex Number System,Perform Arithmetic Operations With Complex Numbers.,HSN.CN.A.2,HSN.CN.A.2,"Use the relation i2 = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.",N.CN.2,,,,N-CN.A.2,,HSN-CN.A.,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,M.HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,HSN-CN.A.2,,N-CN.2,,,,HSN.CN.A.2,,,,HSN.CN.A.2,,HSN.CN.A.2,,HSN.CN.A.2,,N.CN.A.2,,HSN.CN.2,,HSN.CN.A.2,,N.CN.2,,HSN.CN.A.2,
12-Sep,Math,The Complex Number System,Perform Arithmetic Operations With Complex Numbers.,HSN.CN.A.3,HSN.CN.A.3,(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.,N.CN.3,,,,N-CN.A.3,,HSN-CN.A.,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,M.HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,HSN-CN.A.3,,N-CN.3,,,,HSN.CN.A.3,,,,HSN.CN.A.3,,HSN.CN.A.3,,HSN.CN.A.3,,N.CN.A.3,,HSN.CN.3,,HSN.CN.A.3,,N.CN.3,,HSN.CN.A.3,
12-Sep,Math,Vector And Matrix Quantities,Perform Operations On Matrices And Use Matrices In Applications.,HSN.VM.C.10,HSN.VM.C.10,(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.,N.VM.10,,,,N-VM.C.10,,HSN-VM.C.,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,M.HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,HSN-VM.C.10,,N-VM.10,,,,HSN.VM.C.10,,,,HSN.VM.C.10,,HSN.VM.C.10,,HSN.VM.C.10,,N.VM.C.10,,HSN.VM.10,,HSN.VM.C.10,,N.VM.10,,HSN.VM.C.10,
